28 ,333.0 ,555.0 ,-74.285714285714 ,-63.2 ,-70.8 ,-76.733333333333 
29 ,413.0 ,555.0 ,-62.4 ,-47.466666666666 ,-66.533333333333 ,-70.933333333333 
30 ,0.0 ,666.0 ,-68.142857142857 ,-76.266666666666 ,-74.4 ,-69.857142857142 
31 ,111.0 ,666.0 ,-68.866666666666 ,-68.933333333333 ,-67.666666666666 ,-63.8 
32 ,222.0 ,666.0 ,-69.066666666666 ,-67.933333333333 ,-66.8 ,-67.066666666666 
33 ,333.0 ,666.0 ,-74.533333333333 ,-66.214285714285 ,-71.571428571428 ,-75.333333333333 
34 ,413.0 ,666.0 ,-72.533333333333 ,-53.466666666666 ,-55.133333333333 ,-65.266666666666 
35 ,0.0 ,777.0 ,-72.666666666666 ,-72.4 ,-72.357142857142 ,-69.2 
36 ,111.0 ,777.0 ,-69.866666666666 ,-72.071428571428 ,-70.642857142857 ,-71.866666666666 
37 ,222.0 ,777.0 ,-72.266666666666 ,-71.785714285714 ,-68.214285714285 ,-68.133333333333 
38 ,333.0 ,777.0 ,-73.533333333333 ,-68.533333333333 ,-65.2 ,-69.733333333333 
39 ,413.0 ,777.0 ,-77.266666666666 ,-60.571428571428 ,-46.733333333333 ,-64.866666666666 
40 ,0.0 ,888.0 ,-70.266666666666 ,-74.133333333333 ,-70.142857142857 ,-66.066666666666 
41 ,111.0 ,888.0 ,-69.133333333333 ,-68.0 ,-70.428571428571 ,-66.666666666666 
42 ,222.0 ,888.0 ,-66.533333333333 ,-60.466666666666 ,-57.866666666666 ,-63.866666666666 
43 ,333.0 ,888.0 ,-61.0 ,-62.733333333333 ,-50.866666666666 ,-58.066666666666 
44 ,413.0 ,888.0 ,-72.666666666666 ,-61.466666666666 ,-53.4 ,-55.466666666666 
45 ,0.0 ,999.0 ,-70.933333333333 ,-69.933333333333 ,-71.533333333333 ,-68.466666666666 
46 ,111.0 ,999.0 ,-68.066666666666 ,-69.333333333333 ,-65.733333333333 ,-65.142857142857 
47 ,222.0 ,999.0 ,-66.333333333333 ,-65.6 ,-59.466666666666 ,-60.6 
48 ,333.0 ,999.0 ,-64.8 ,-64.866666666666 ,-56.4 ,-59.214285714285 
49 ,444.0 ,999.0 ,-72.066666666666 ,-72.066666666666 ,-61.733333333333 ,-63.0 
50 ,0.0 ,1110.0 ,-67.2 ,-66.133333333333 ,-67.533333333333 ,-65.0 
51 ,111.0 ,1110.0 ,-66.2 ,-67.928571428571 ,-64.928571428571 ,-60.666666666666 
52 ,222.0 ,1110.0 ,-65.5 ,-68.933333333333 ,-63.0 ,-51.0 
53 ,333.0 ,1110.0 ,-61.642857142857 ,-71.733333333333 ,-59.2 ,-61.357142857142 
54 ,444.0 ,1110.0 ,-75.933333333333 ,-72.866666666666 ,-67.666666666666 ,-59.466666666666 
55 ,0.0 ,1175.0 ,-71.666666666666 ,-70.571428571428 ,-70.571428571428 ,-63.2 
56 ,111.0 ,1175.0 ,-71.2 ,-64.733333333333 ,-61.6 ,-56.066666666666 
57 ,222.0 ,1175.0 ,-65.466666666666 ,-64.533333333333 ,-65.333333333333 ,-51.733333333333 
58 ,333.0 ,1175.0 ,-73.333333333333 ,-71.866666666666 ,-62.333333333333 ,-48.266666666666 
59 ,413.0 ,1175.0 ,-73.333333333333 ,-68.142857142857 ,-63.071428571428 ,-57.866666666666 
